addrReg,addrWork,area,ename,industry,institutional,is_target,listingDate,lootchips,market,name,offerDate,pricelimit,registerDate,shareholders,sname,stockCode,webSite
河南省林州市产业集聚区凤宝大道与陵阳大道交叉口,河南省林州市经济技术开发区凤宝大道与陵阳大道交叉口,河南,"Linzhou Heavy Machinery Group Co., Ltd.",工业机械,80168.31,1.0,2011-01-10 16:00:00,5.2,中小企业板,林州重机集团股份有限公司,2010-12-28 16:00:00,8.02,2002-05-07 16:00:00,37.15,林州重机,002535,http://www.lzzj.com
内蒙古自治区包头稀土高新技术产业开发区曙,内蒙古自治区包头稀土高新技术产业开发区曙光路22号,内蒙古,"Baotou Tomorrow Technology Co., Ltd.",通用化工品,43741.25,1.0,1997-07-03 16:00:00,3.37,上海证券交易所,包头明天科技股份有限公司,1997-06-12 16:00:00,4.37,1997-06-25 16:00:00,37.12,ST明科,600091,http://www.tomotech.com
福建省南平来舟经济开发区,福建省南平市八一路356号,福建,"Fujian Yuanli Active Carbon Co., Ltd.",通用化工品,13600.0,1.0,2011-01-31 16:00:00,0.74,创业板,福建元力活性炭股份有限公司,2011-01-23 16:00:00,1.36,1999-05-20 16:00:00,37.05,元力股份,300174,http://www.yuanlicarbon.com
江苏省江阴市云亭镇工业园区,江苏省江阴市云亭镇工业园区,江苏,"Jiangsu Baoli International Investment Co., Ltd.",特种化工品,92160.0,1.0,2010-10-25 16:00:00,7.12,创业板,江苏宝利国际投资股份有限公司,2010-10-11 16:00:00,9.22,2007-07-18 16:00:00,36.97,宝利国际,300135,http://www.baolijt.cn
安徽省无为县北门外大街108号,安徽省合肥市包河工业区纬四路16号,安徽,"Anhui Fengyuan Pharmaceutical Co., Ltd.",制药,31214.12,1.0,2000-09-19 16:00:00,3.12,深圳证券交易所,安徽丰原药业股份有限公司,2000-09-06 16:00:00,3.12,1997-08-29 16:00:00,36.97,丰原药业,000153,http://www.bbcayy.com
江苏省扬州市文峰路21号,江苏省扬州市文峰路21号,江苏,"Jiangsu Lianhuan Pharmaceutical Co., Ltd.",制药,21958.17,1.0,2003-03-18 16:00:00,2.2,上海证券交易所,江苏联环药业股份有限公司,,2.2,2000-02-21 16:00:00,36.93,联环药业,600513,http://www.lhpharma.com
浙江省金华市金东经济开发区,浙江省金华市金东经济开发区（傅村镇）,浙江,"Zhejiang Jinlihua Electric Co., Ltd.",电子电气组件与设备,11700.0,1.0,2010-04-20 16:00:00,0.84,创业板,浙江金利华电气股份有限公司,2010-04-07 16:00:00,1.17,2007-12-26 16:00:00,36.9,金利华电,300069,http://www.jlhdq.com
河南省许昌市北郊尚集镇,河南省许昌市北郊尚集镇昌盛路,河南,"Xuchang Yuandong Drive Shaft Co., Ltd.",汽车,56100.0,1.0,2010-05-17 16:00:00,3.97,中小企业板,许昌远东传动轴股份有限公司,2010-05-03 16:00:00,5.61,2007-11-27 16:00:00,36.77,远东传动,002406,http://www.yodonchina.com
新疆维吾尔自治区独山子区大庆东路2号,新疆维吾尔自治区独山子区大庆东路2号,新疆,"Xinjiang Dushanzi Tianli High and New Tech Co., Ltd., P.R.C.",通用化工品,57815.47,1.0,2000-12-24 16:00:00,5.78,上海证券交易所,新疆独山子天利高新技术股份有限公司,2000-12-05 16:00:00,5.78,1999-04-27 16:00:00,36.77,*ST天利,600339,http://www.600339.cc
浙江省宁波市鄞州区启明南路299号,浙江省宁波市鄞州区启明南路299号,浙江,"Ningbo Medicalsystem Biotechnology Co., Ltd.",制药,34762.7,1.0,2015-04-21 16:00:00,1.1,创业板,宁波美康生物科技股份有限公司,2015-04-13 16:00:00,3.48,2003-07-21 16:00:00,36.7,美康生物,300439,http://www.nb-medicalsystem.com
广东省深圳市南山区松白公路百旺信工业园区二区第八栋,广东省深圳市南山区松白公路百旺信工业园区二区第八栋,广东,"Ledman Optoelectronic Co., Ltd.",电子电气组件与设备,34978.72,1.0,2011-01-12 16:00:00,2.05,创业板,深圳雷曼光电科技股份有限公司,2011-01-03 16:00:00,3.5,2004-07-20 16:00:00,36.65,雷曼股份,300162,http://www.ledman.cn
安徽省淮北市东山路,安徽省淮北市东山路148号,安徽,"Anhui Leimingkehua Co., Ltd.",特种化工品,26285.47,1.0,2004-04-27 16:00:00,2.63,上海证券交易所,安徽雷鸣科化股份有限公司,,2.63,1999-03-17 16:00:00,36.62,雷鸣科化,600985,http://www.lmkh.com
浙江省临安市苕溪南路78号,浙江省临安市苕溪南路78号,浙江,"Hangzhou Tian-Mu-Shan Pharmaceutical Enterprise Co., Ltd.",制药,12177.89,1.0,1993-08-22 16:00:00,1.22,上海证券交易所,杭州天目山药业股份有限公司,,1.22,1989-03-12 16:00:00,36.52,天目药业,600671,http://www.hztmyy.com
江苏省江阴市周庄镇云顾路585号,江苏省江阴市周庄镇云顾路585号,江苏,"Jiangyin Haida Rubber and Plastic Co., Ltd.",通用化工品,29334.8,1.0,2012-05-31 16:00:00,2.37,创业板,江阴海达橡塑股份有限公司,2012-05-23 16:00:00,2.93,1998-04-09 16:00:00,36.51,海达股份,300320,http://www.haida.cn
浙江省湖州市杨家埠,浙江省湖州市杨家埠,浙江,"Yongxing Special Stainless Steel Co., Ltd.",钢铁,36000.0,1.0,2015-05-14 16:00:00,1.38,中小企业板,永兴特种不锈钢股份有限公司,2015-05-04 16:00:00,3.6,2000-07-18 16:00:00,36.46,永兴特钢,002756,http://www.yongxingbxg.com
湖北省荆州市东方大道68号,湖北省荆州市东方大道,湖北,"Hubei Feilihua Quartz Glass Co., Ltd.",建材与构件,19680.0,1.0,2014-09-09 16:00:00,1.4,创业板,湖北菲利华石英玻璃股份有限公司,2014-08-27 16:00:00,1.97,2006-04-27 16:00:00,36.46,菲利华,300395,http://www.feilihua.com
广西壮族自治区柳州市东环路282号,广西壮族自治区柳州市东环路282号,广西,"Liuzhou Liangmianzhen Co., Ltd.",通用化工品,55000.0,1.0,2004-01-29 16:00:00,4.5,上海证券交易所,柳州两面针股份有限公司,,5.5,1994-06-29 16:00:00,36.36,两面针,600249,http://www.lmz.com.cn
江苏省新沂经济开发区苏化路1号,江苏省新沂经济开发区苏化路1号,江苏,"Jiangsu Lanfeng Bio-chemical Co., Ltd.",特种化工品,34008.63,1.0,2010-12-02 16:00:00,2.13,中小企业板,江苏蓝丰生物化工股份有限公司,2010-11-21 16:00:00,3.4,2007-09-23 16:00:00,36.32,*ST蓝丰,002513,http://www.jslanfeng.com
广东省深圳市宝安区福永街道桥头社区正中工业厂区7栋1、2、4层厂房、8栋2层,广东省深圳市宝安区福永街道桥头社区正中工业厂区7栋1-5层厂房、8栋2层,广东,"Shenzhen Click Technology Co., Ltd.",电子电气组件与设备,42600.0,1.0,2015-12-21 16:00:00,1.07,中小企业板,深圳可立克科技股份有限公司,2015-12-13 16:00:00,4.26,2004-02-29 16:00:00,36.31,可立克,002782,http://www.clickele.com
陕西省西安市太白南路335号,陕西省西安市太白南路335号,陕西,"Xi'an Typical Industries Co., Ltd.",工业机械,34600.98,1.0,2000-12-12 16:00:00,3.46,上海证券交易所,西安标准工业股份有限公司,2000-11-22 16:00:00,3.46,1999-05-27 16:00:00,36.3,标准股份,600302,http://www.chinatypical.com
湖北省黄石市黄石经济技术开发区黄金山工业新区金山大道398号,湖北省黄石市黄石经济技术开发区黄金山工业新区金山大道398号,湖北,"Hubei Sanfeng Intelligent Conveying Equipment Co., Ltd.",工业机械,37440.0,1.0,2011-11-14 16:00:00,2.0,创业板,湖北三丰智能输送装备股份有限公司,2011-11-02 16:00:00,3.74,1999-09-22 16:00:00,36.27,三丰智能,300276,http://www.cnsanf.com
山西省运城市红旗东街376号,山西省运城市解放路294号,山西,"Nafine Chemical Industry Group Co., Ltd.",通用化工品,54876.0,1.0,1997-04-27 16:00:00,5.49,深圳证券交易所,南风化工集团股份有限公司,1997-04-07 16:00:00,5.49,1996-04-01 16:00:00,36.27,南风化工,000737,http://www.nafine.com
广东省深圳市宝安区观澜街道茜坑社区冠彰厂房第6、7栋,广东省深圳市南山区深南大道9678号大冲商务中心1栋2号楼（B座）28楼,广东,"Shenzhen Soling Industrial Co., Ltd.",电子电气组件与设备,18300.93,1.0,2015-06-10 16:00:00,0.88,中小企业板,深圳市索菱实业股份有限公司,2015-06-02 16:00:00,1.83,1997-10-16 16:00:00,36.24,索菱股份,002766,http://www.szsoling.com
重庆市渝中区解放西路1号望江公寓5楼,北京市海淀区西直门北大街42号节能大厦7层,重庆,"CECEP Solar Energy Co.,Ltd.",电力（IV）,136686.27,1.0,1996-02-07 16:00:00,2.41,深圳证券交易所,中节能太阳能股份有限公司,,13.67,1986-12-31 16:00:00,36.24,太阳能,000591,http://www.cecsec.cn
黑龙江省牡丹江市阳明区光华街恒丰路11号,黑龙江省牡丹江市阳明区光华街恒丰路11号,黑龙江,"Mudanjiang Hengfeng Paper Co., Ltd.",造纸,29873.14,1.0,2001-04-18 16:00:00,2.99,上海证券交易所,牡丹江恒丰纸业股份有限公司,2000-12-19 16:00:00,2.99,1994-03-05 16:00:00,36.18,恒丰纸业,600356,http://www.hengfengpaper.com
北京市昌平区小汤山镇小汤山工业园4号楼,北京市昌平区小汤山工业园,北京,"Beijing Lier High Temperature Materials Co., Ltd.",建材与构件,119855.94,1.0,2010-04-22 16:00:00,6.4,中小企业板,北京利尔高温材料股份有限公司,2010-04-12 16:00:00,11.99,2007-12-27 16:00:00,36.17,北京利尔,002392,http://www.bjlirr.com
广东省江门市新会区会城镇江会路上浅口,广东省江门市新会区会城镇江会路上浅口,广东,"Guangdong Xinhui Meida Nylon Co., Ltd.",通用化工品,52813.96,1.0,1997-06-18 16:00:00,4.03,深圳证券交易所,广东新会美达锦纶股份有限公司,,5.28,1992-11-07 16:00:00,36.13,美达股份,000782,http://www.meidanylon.com
上海市金山区卫清东路1988号,上海市金山区卫清东路1988号,上海,"Shanghai Taisheng Wind Power Equipment Co., Ltd.",工业机械,73151.47,1.0,2010-10-18 16:00:00,4.33,创业板,上海泰胜风能装备股份有限公司,2010-10-07 16:00:00,7.32,2001-04-12 16:00:00,35.87,泰胜风能,300129,http://www.shtsp.com
福建省福州市杨桥路118号宏扬新城建福大厦,福建省福州市鼓楼区琴亭路29号福能方圆大厦,福建,Fujian Cement Inc.,建材与构件,38187.37,1.0,1994-01-02 16:00:00,3.82,上海证券交易所,福建水泥股份有限公司,,3.82,1993-11-26 16:00:00,35.74,福建水泥,600802,http://www.fjcement.com
辽宁省沈阳市浑南新区世纪路55号,沈阳市浑南新区天赐街7-1号曙光大厦A座7层,辽宁,"Shenyang Hejin Holding Co., Ltd.",工业机械,38510.64,1.0,1996-11-11 16:00:00,3.85,深圳证券交易所,沈阳合金股份有限公司,,3.85,1990-03-11 16:00:00,35.61,*ST合金,000633,http://www.hjinv.com
广东省深圳市南山区深南大道高新技术工业村T2厂房T2A6-B,广东省深圳市南山区深南大道高新技术工业村T2厂房T2A6-B,广东,"Shenzhen Aoto Electronics Co., Ltd.",电子电气组件与设备,37843.09,1.0,2011-06-09 16:00:00,2.4,中小企业板,深圳市奥拓电子股份有限公司,2011-05-31 16:00:00,3.78,1993-05-11 16:00:00,35.56,奥拓电子,002587,http://www.szaoto.com.cn
广东省广州市萝岗区云埔一路23号,广东省广州市萝岗区云埔一路23号,广东,"Guangzhou Tech-long Packing Machine Co., Ltd.",工业机械,19524.41,1.0,2008-01-29 16:00:00,1.59,中小企业板,广州达意隆包装机械股份有限公司,2008-01-20 16:00:00,1.95,2006-12-12 16:00:00,35.47,达意隆,002209,http://www.tech-long.com
北京市丰台区南四环西路188号18区23号楼4层,北京市丰台区南四环西路188号18区23号楼4层,北京,"BGRIMM Technology Co., Ltd.",电子电气组件与设备,15220.99,1.0,2004-05-11 16:00:00,1.3,上海证券交易所,北矿科技股份有限公司,,1.52,2000-09-05 16:00:00,35.44,北矿科技,600980,http://www.magmat.com
辽宁省大连市沙河口区西南路888号,辽宁省大连市沙河口区西南路888号,辽宁,"Dalian Refrigeration Co., Ltd.",工业机械,59889.26,1.0,1993-12-07 16:00:00,3.28,深圳证券交易所,大连冷冻机械股份有限公司,,5.99,1993-11-27 16:00:00,35.39,大冷股份,000530,http://www.daleng.cn
江苏省常州市武进高新技术产业开发区龙潜路99号,江苏省常州市武进高新技术产业开发区龙潜路99号,江苏,Jiangsu Hengli Hydraulic CO.，Ltd.,工业机械,63000.0,1.0,2011-10-27 16:00:00,2.47,上海证券交易所,江苏恒立液压股份有限公司,2011-10-18 16:00:00,6.3,2005-06-01 16:00:00,35.36,恒立液压,601100,http://www.hengli-js.com
重庆市北碚区人民村1号,重庆市北碚区人民村1号,重庆,"Chongqing Chuanyi Automation Co., Ltd.",工业机械,39500.0,1.0,2014-08-04 16:00:00,2.31,上海证券交易所,重庆川仪自动化股份有限公司,2014-07-22 16:00:00,3.95,1999-10-31 16:00:00,35.36,川仪股份,603100,http://www.sicc.com.cn
山东省莱芜市钢城区里辛镇张家岭村,山东省莱芜市钢城区里辛镇张家岭村,山东,"Shandong Laiwu Jinlei Wind Power Technology Co., Ltd.",工业机械,11902.84,1.0,2015-04-21 16:00:00,0.56,创业板,山东莱芜金雷风电科技股份有限公司,2015-04-13 16:00:00,1.19,2006-03-23 16:00:00,35.33,金雷风电,300443,http://www.jinleiwind.com
广东省深圳市龙华新区大浪办事处同胜社区赢合产业园1栋1-2层、2栋1-3层,广东省深圳市龙华新区大浪办事处同胜社区赢合产业园1栋1-2层、2栋1-3层,广东,"Shenzhen Yinghe Technology Co., Ltd.",工业机械,11700.0,1.0,2015-05-13 16:00:00,0.53,创业板,深圳市赢合科技股份有限公司,2015-05-04 16:00:00,1.17,2006-06-25 16:00:00,35.17,赢合科技,300457,http://www.yhwins.com/cn
浙江省温岭市大溪镇大洋城工业区,浙江省温岭市大溪镇大洋城工业区,浙江,"Shimge Pump Industry Group Co., Ltd.",工业机械,32116.93,1.0,2010-12-30 16:00:00,2.3,中小企业板,浙江新界泵业股份有限公司,2010-12-21 16:00:00,3.21,1997-11-02 16:00:00,35.16,新界泵业,002532,http://www.shimge.com
云南省曲靖市沾益县盘江镇花山工业区,云南省曲靖市沾益县盘江镇花山工业区,云南,"Yunnan Yunwei Co., Ltd.",通用化工品,61623.5,1.0,1996-07-01 16:00:00,6.16,上海证券交易所,云南云维股份有限公司,,6.16,1996-06-25 16:00:00,35.13,*ST云维,600725,http://www.ywgf.cn
江苏省扬州市江都经济开发区三江大道8号,江苏省江都市浦头镇江灵路1号,江苏,"Jiangsu Changqing Agrichemical Co., Ltd.",特种化工品,35948.62,1.0,2010-04-15 16:00:00,2.2,中小企业板,江苏长青农化股份有限公司,2010-04-05 16:00:00,3.59,2001-01-03 16:00:00,35.09,长青股份,002391,http://www.jscq.com
甘肃省天水市麦积区国家农业科技园区,甘肃省天水市国家农业科技园区,甘肃,"Tianshui Zhongxing Bio-technology Co., Ltd.",食品生产（IV）,37333.07,1.0,2015-06-25 16:00:00,1.58,中小企业板,天水众兴菌业科技股份有限公司,2015-06-16 16:00:00,3.73,2005-11-17 16:00:00,35.05,众兴菌业,002772,http://www.tszxjy.cn
新疆维吾尔自治区乌鲁木齐市林泉西路765号,新疆维吾尔自治区乌鲁木齐市林泉西路765号,新疆,"Xinjiang Guotong Pipeline Co., Ltd.",建材与构件,11615.2,1.0,2008-01-22 16:00:00,1.16,中小企业板,新疆国统管道股份有限公司,2008-01-08 16:00:00,1.16,2001-08-29 16:00:00,35.02,国统股份,002205,http://www.xjgt.com
山东省泰安市高新区凤祥路以西规划支路以北,山东省泰安市高新区凤祥路以西规划支路以北,山东,"Uroica Mining Safety Engineering Co., Ltd.",工业机械,53649.86,1.0,2010-08-05 16:00:00,3.57,创业板,尤洛卡矿业安全工程股份有限公司,2010-07-25 16:00:00,5.36,2008-01-30 16:00:00,34.98,尤洛卡,300099,http://www.uroica.com.cn
山西省太原市学府西街高科技园区长治路工西三条2号,山西省太原市义井街20号,山西,"Taiyuan Chemical Industry Co., Ltd.",通用化工品,51440.2,1.0,2000-11-08 16:00:00,5.14,上海证券交易所,太原化工股份有限公司,2000-09-24 16:00:00,5.14,1999-02-25 16:00:00,34.98,太化股份,600281,http://www.thgf.cn
四川省成都市青白江区大同镇（工业园区内）,四川省成都市青白江区大同镇(工业园区内),四川,"CHENGDU TECHCENT ENVIRONMENT CO.,LTD.",电子电气组件与设备,42561.69,1.0,2014-01-20 16:00:00,1.65,创业板,成都天翔环境股份有限公司,2014-01-09 16:00:00,4.26,2001-12-20 16:00:00,34.94,天翔环境,300362,http://www.tbhic.cn
广东省肇庆市工农北路67号,广东省肇庆市工农北路67号,广东,"Starlake Bioscience Co.,Inc. Zhaoqing Guangdong",食品生产（IV）,64539.35,1.0,1994-08-17 16:00:00,5.5,上海证券交易所,广东肇庆星湖生物科技股份有限公司,,6.45,1992-04-17 16:00:00,34.89,*ST星湖,600866,http://www.starlake.com.cn
浙江省杭州市城头巷128号,浙江省杭州市西湖区古墩路702号,浙江,"Zhejiang Zanyu Technology Co., Ltd.",特种化工品,41680.0,1.0,2011-11-24 16:00:00,2.36,中小企业板,浙江赞宇科技股份有限公司,2011-11-15 16:00:00,4.17,2007-08-30 16:00:00,34.88,赞宇科技,002637,http://www.zzytech.com
江苏省南通经济技术开发区江山路968号,江苏省南通经济技术开发区江山路968号,江苏,"Nantong Acetic Acid Chemical Co., Ltd.",特种化工品,20448.0,1.0,2015-05-17 16:00:00,1.37,上海证券交易所,南通醋酸化工股份有限公司,2015-05-06 16:00:00,2.04,2001-05-27 16:00:00,34.83,醋化股份,603968,http://www.ntacf.com
北京市丰台区科学城航丰路8号2层209室（园区）,北京市丰台区科学城航丰路8号,北京,"Beijing Comens New Materials Co., Ltd.",特种化工品,21360.0,1.0,2011-04-06 16:00:00,2.03,创业板,北京高盟新材料股份有限公司,2011-03-27 16:00:00,2.14,1999-07-21 16:00:00,34.71,高盟新材,300200,http://www.co-mens.com
贵州省遵义市桃溪路47号,贵州省遵义市桃溪路47号,贵州,"Guizhou Wire Rope Co., Ltd.",钢铁,24509.0,1.0,2004-05-13 16:00:00,2.45,上海证券交易所,贵州钢绳股份有限公司,,2.45,2000-10-18 16:00:00,34.68,贵绳股份,600992,http://www.gzgsgf.com.cn
安徽省铜陵市铜官大道,安徽省铜陵市铜官大道南段1288号,安徽,"Anhui Annada Titanium Industry Co., Ltd.",通用化工品,21502.0,1.0,2007-05-29 16:00:00,2.13,中小企业板,安徽安纳达钛业股份有限公司,2007-05-20 16:00:00,2.15,2005-03-22 16:00:00,34.61,安纳达,002136,http://www.andty.com
湖北省襄阳市襄城区胜利街162号,湖北省襄阳市襄城区胜利街162号,湖北,"Tech Semiconductors Co., Ltd.",电子电气组件与设备,14208.0,1.0,2010-01-19 16:00:00,1.37,创业板,湖北台基半导体股份有限公司,2010-01-06 16:00:00,1.42,2008-08-07 16:00:00,34.55,台基股份,300046,http://www.tech-sem.com
河北省秦皇岛市经济技术开发区天山北路3号,河北省秦皇岛市经济技术开发区天山北路3号,河北,"Qinhuangdao Tianye Tolian Heavy Industry Co., Ltd.",工业机械,38868.94,1.0,2010-08-09 16:00:00,2.04,中小企业板,秦皇岛天业通联重工股份有限公司,2010-07-27 16:00:00,3.89,2008-07-17 16:00:00,34.4,天业通联,002459,http://www.tianyetolian.com
浙江省海宁市周王庙镇联民村蔡家石桥3号,浙江省海宁市海洲街道学林街1号,浙江,"Brother Enterprises Holding Co., Ltd.",通用化工品,54054.39,1.0,2011-03-09 16:00:00,2.17,中小企业板,兄弟科技股份有限公司,2011-03-01 16:00:00,5.41,2001-03-18 16:00:00,34.38,兄弟科技,002562,http://www.brother.com.cn
江苏省南京市江宁区秣陵街道清水亭东路1266号,江苏省南京市江宁区秣陵街道清水亭东路1266号,江苏,"Nanjing Keyuan Automatic Corporation Co., Ltd.",电子电气组件与设备,23999.16,1.0,2010-03-30 16:00:00,1.05,中小企业板,南京科远自动化集团股份有限公司,2010-03-18 16:00:00,2.4,1993-05-26 16:00:00,34.34,科远股份,002380,http://www.sciyon.com
福建省柘荣县东源乡富源工业区,福建省柘荣县东源乡富源工业区,福建,"Fujian Cosunter Pharmaceutical Co., Ltd.",制药,14000.0,1.0,2015-04-21 16:00:00,0.56,创业板,福建广生堂药业股份有限公司,2015-04-13 16:00:00,1.4,2001-06-27 16:00:00,34.27,广生堂,300436,http://www.cosunter.com
辽宁省阜新市经济开发区E路55号,辽宁省阜新市经济开发区E路55号,辽宁,"Fuxin Dare Automotive Parts Co., Ltd.",工业机械,10000.0,1.0,2015-06-11 16:00:00,0.47,创业板,阜新德尔汽车部件股份有限公司,2015-06-02 16:00:00,1.0,2004-11-11 16:00:00,34.22,德尔股份,300473,http://www.fzb.com.cn
广西壮族自治区北海市北部湾中路8号,广西壮族自治区北海市北部湾中路3号,广西,"Beihai Gofar Marine Biological Industry Co., Ltd.",特种化工品,46440.12,1.0,2003-01-13 16:00:00,2.79,上海证券交易所,北海国发海洋生物产业股份有限公司,,4.64,1993-01-21 16:00:00,34.2,国发股份,600538,http://www.gofar.com.cn
安徽省合肥市经济技术开发区桃花工业园拓展区（繁华大道与创新大道交叉口）,安徽省合肥市经济技术开发区桃花工业园拓展区（创新大道与繁华大道交叉口）,安徽,"ANHUI ANLI MATERIAL TECHNOLOGY CO., LTD.",特种化工品,21698.7,1.0,2011-05-17 16:00:00,1.68,创业板,安徽安利材料科技股份有限公司,2011-05-09 16:00:00,2.17,1994-07-11 16:00:00,34.19,安利股份,300218,http://www.chinapuleather.com
湖南省长沙市金洲新区金沙西路068号,湖南省长沙市岳麓区银杉路031号(绿地中央广场)6栋31楼,湖南,"Honyu Wear-resistant New Materials Co., Ltd.",工业金属,44129.55,1.0,2012-07-31 16:00:00,2.81,创业板,湖南红宇耐磨新材料股份有限公司,2012-07-23 16:00:00,4.41,1995-07-30 16:00:00,34.09,红宇新材,300345,http://www.chinahongyu.cn
广西壮族自治区柳州市北鹊路67号,广西壮族自治区柳州市北雀路67号,广西,"Liuzhou Chemical Industry Co., Ltd.",特种化工品,39934.75,1.0,2003-07-16 16:00:00,3.99,上海证券交易所,柳州化工股份有限公司,,3.99,2001-03-05 16:00:00,34.06,柳化股份,600423,http://www.lzhg.cn
山东省无棣县埕口镇,山东省无棣县埕口镇,山东,"Shandong Lubei Chemical Co., Ltd.",特种化工品,35098.66,1.0,1996-07-01 16:00:00,3.51,上海证券交易所,山东鲁北化工股份有限公司,,3.51,1996-06-18 16:00:00,34.04,鲁北化工,600727,http://www.lubeichem.com
山东省章丘市明水经济开发区世纪大道东首,山东省章丘市明水经济开发区世纪大道东首,山东,"Shandong Zhangqiu Blower Co., Ltd.",工业机械,31200.0,1.0,2011-07-06 16:00:00,2.71,中小企业板,山东省章丘鼓风机股份有限公司,2011-06-28 16:00:00,3.12,2006-01-12 16:00:00,33.74,山东章鼓,002598,http://www.blower.cn
北京市密云区经济开发区水源西路28号院1号楼101室,北京市海淀区长春桥路5号新起点嘉园12号楼15层,北京,"Jchx Mining Management Co., Ltd.",普通矿开采,45000.0,1.0,2015-06-29 16:00:00,1.77,上海证券交易所,金诚信矿业管理股份有限公司,2015-06-18 16:00:00,4.5,2008-01-06 16:00:00,33.68,金诚信,603979,http://www.jchxmc.com
上海市青浦区徐泾镇徐旺路58号,上海市青浦区徐泾镇徐旺路58号,上海,"Shanghai Yongli Belting Co., Ltd.",通用化工品,25191.54,1.0,2011-06-14 16:00:00,1.06,创业板,上海永利带业股份有限公司,2011-06-06 16:00:00,2.52,2002-01-09 16:00:00,33.61,永利股份,300230,http://www.yonglibelt.com
河南省偃师市史家湾工业区,河南省偃师市史家湾工业区,河南,"Henan Tong-da Cable Co., Ltd.",电子电气组件与设备,42914.14,1.0,2011-03-02 16:00:00,2.65,中小企业板,河南通达电缆股份有限公司,2011-02-22 16:00:00,4.29,2002-03-25 16:00:00,33.61,通达股份,002560,http://www.hntddl.com
福建省南平市安丰路63号,福建省福州市五四路109号东煌大厦13楼,福建,"FUJIAN FUNENG CO.,LTD",电力（IV）,155182.56,1.0,2004-05-30 16:00:00,2.88,上海证券交易所,福建福能股份有限公司,,15.52,1994-03-25 16:00:00,33.61,福能股份,600483,http://www.fjec.com.cn
山东省文登市龙山路107号,山东省文登市龙山路107号,山东,"Zhonghang Heibao Co., Ltd.",汽车,34494.04,1.0,1996-10-10 16:00:00,3.45,上海证券交易所,中航黑豹股份有限公司,,3.45,1993-06-27 16:00:00,33.6,*ST黑豹,600760,http://www.heibao.com
重庆市(长寿)化工园区精细化工一区,重庆市(长寿)化工园区精细化工一区,重庆,Porton Fine Chemicals Ltd.,制药,42510.22,1.0,2014-01-28 16:00:00,1.43,创业板,重庆博腾制药科技股份有限公司,2014-01-20 16:00:00,4.25,2005-07-06 16:00:00,33.59,博腾股份,300363,http://www.porton.cn
安徽省马鞍山市经济技术开发区超山路669号,安徽省马鞍山市经济技术开发区超山路669号,安徽,"Taier Heavy Industry Co., Ltd.",工业机械,44935.06,1.0,2010-01-27 16:00:00,3.26,中小企业板,泰尔重工股份有限公司,2010-01-17 16:00:00,4.49,2007-09-25 16:00:00,33.55,泰尔重工,002347,http://www.taiergroup.com
广东省深圳市光明新区观光路3009号招商局科技园A3栋C单元207,广东省深圳市宝安区新安街道留仙二路飞扬兴业科技厂区厂房B栋2-6楼,广东,"Shenzhen Riland Industry Co., Ltd.",工业机械,44700.0,1.0,2010-12-28 16:00:00,3.14,创业板,深圳市瑞凌实业股份有限公司,2010-12-19 16:00:00,4.47,2003-06-24 16:00:00,33.55,瑞凌股份,300154,http://www.riland.com.cn
广东省东莞市松山湖科技产业园区工业北路6号,广东省东莞市松山湖科技产业园区工业北路6号,广东,"East GroupCo.,Ltd”",电子电气组件与设备,57595.86,1.0,2014-01-26 16:00:00,1.25,创业板,易事特集团股份有限公司,2014-01-16 16:00:00,5.76,2001-06-20 16:00:00,33.54,易事特,300376,http://www.eastups.com
湖北省襄阳市国家高新技术开发区航天路7号,湖北省襄阳市国家高新技术开发区航天路7号,湖北,"Hubei Huitian New Materials Co., Ltd",特种化工品,40078.44,1.0,2010-01-07 16:00:00,2.54,创业板,湖北回天新材料股份有限公司,2009-12-23 16:00:00,4.01,1998-09-02 16:00:00,33.49,回天新材,300041,http://www.huitian.net.cn
江西省赣州市章贡区黄屋坪路25号,江西省南昌市青山湖区尤氨路,江西,Jiangxi Changjiu Biochemical Industry Company Ltd.,特种化工品,24132.0,1.0,1999-01-18 16:00:00,2.41,上海证券交易所,江西昌九生物化工股份有限公司,1998-12-16 16:00:00,2.41,1999-01-14 16:00:00,33.33,昌九生化,600228,http://www.600228.net
四川省成都高新区新园大道16号,四川省成都高新区新园大道16号,四川,"Chengdu Guibao Science and Technology Co., Ltd.",特种化工品,33090.2,1.0,2009-10-29 16:00:00,2.17,创业板,成都硅宝科技股份有限公司,2009-10-12 16:00:00,3.31,2008-06-02 16:00:00,33.3,硅宝科技,300019,http://www.cnguibao.com
浙江省长兴县太湖街道长州路528号,浙江省长兴县太湖街道长州路528号,浙江,"Noblift Equipment Joint Stock Co., Ltd.",汽车,16000.0,1.0,2015-01-27 16:00:00,0.93,上海证券交易所,浙江诺力机械股份有限公司,2015-01-13 16:00:00,1.6,2000-03-02 16:00:00,33.16,诺力股份,603611,http://www.noblelift.com
湖南省长沙市望城区金星大道高科技食品工业基地（金星大道与普瑞大道交汇处西南角）,湖南省高科技食品工业基地金星大道西侧,湖南,"Hunan Changgao High Voltage Switchgear Group Co., Ltd.",电子电气组件与设备,52542.4,1.0,2010-07-19 16:00:00,3.43,中小企业板,湖南长高高压开关集团股份公司,2010-07-06 16:00:00,5.25,2006-01-16 16:00:00,33.07,长高集团,002452,http://www.gykg.cn
